"module name","license","repository"
"@babel/code-frame@7.10.4","MIT","https://github.com/babel/babel"
"@babel/helper-module-imports@7.10.4","MIT","https://github.com/babel/babel"
"@babel/helper-validator-identifier@7.10.4","MIT","https://github.com/babel/babel"
"@babel/highlight@7.10.4","MIT","https://github.com/babel/babel"
"@babel/runtime@7.10.5","MIT","https://github.com/babel/babel"
"@babel/types@7.10.5","MIT","https://github.com/babel/babel"
"@emotion/cache@10.0.29","MIT","https://github.com/emotion-js/emotion/tree/master/packages/cache"
"@emotion/core@10.1.1","MIT","https://github.com/emotion-js/emotion/tree/master/packages/core"
"@emotion/css@10.0.27","MIT","https://github.com/emotion-js/emotion/tree/master/packages/css"
"@emotion/hash@0.8.0","MIT","https://github.com/emotion-js/emotion/tree/master/packages/hash"
"@emotion/is-prop-valid@0.8.8","MIT","https://github.com/emotion-js/emotion/tree/master/packages/is-prop-valid"
"@emotion/memoize@0.7.4","MIT","https://github.com/emotion-js/emotion/tree/master/packages/memoize"
"@emotion/serialize@0.11.16","MIT","https://github.com/emotion-js/emotion/tree/master/packages/serialize"
"@emotion/sheet@0.9.4","MIT","https://github.com/emotion-js/emotion/tree/master/packages/sheet"
"@emotion/stylis@0.8.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/stylis"
"@emotion/unitless@0.7.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/unitless"
"@emotion/utils@0.11.3","MIT","https://github.com/emotion-js/emotion/tree/master/packages/serialize"
"@emotion/weak-memoize@0.2.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/weak-memoize"
"@jest/types@24.9.0","MIT","https://github.com/facebook/jest"
"@monaco-editor/loader@1.0.0","MIT","https://github.com/suren-atoyan/monaco-loader"
"@monaco-editor/react@4.0.9","MIT","https://github.com/suren-atoyan/monaco-react"
"@popmotion/easing@1.0.2","MIT","https://github.com/Popmotion/popmotion/tree/master/packages/easing"
"@popmotion/popcorn@0.4.4","MIT","https://github.com/Popmotion/popmotion"
"@types/cheerio@0.22.21","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/enzyme-adapter-react-16@1.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/enzyme@3.10.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@1.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@24.9.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/js-yaml@3.12.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@14.0.27","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@16.9.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@16.9.43","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uuid@8.3.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@15.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@13.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"attr-accept@2.1.0","MIT","https://github.com/react-dropzone/attr-accept"
"babel-plugin-emotion@10.2.2","MIT","https://github.com/emotion-js/emotion/tree/master/packages/babel-plugin-emotion"
"babel-plugin-macros@2.8.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"convert-source-map@1.7.0","MIT","https://github.com/thlorenz/convert-source-map"
"core-js@3.6.5","MIT","https://github.com/zloirock/core-js"
"cosmiconfig@6.0.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"cross-env@6.0.3","MIT","https://github.com/kentcdodds/cross-env"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"csstype@2.6.11","MIT","https://github.com/frenic/csstype"
"csstype@3.0.8","MIT","https://github.com/frenic/csstype"
"deep-object-diff@1.1.0","MIT","https://github.com/mattphillips/deep-object-diff"
"diff-sequences@24.9.0","MIT","https://github.com/facebook/jest"
"dom-helpers@5.2.0","MIT","https://github.com/react-bootstrap/dom-helpers"
"dom-walk@0.1.2","MIT","https://github.com/Raynos/dom-walk"
"emojis-list@3.0.0","MIT","https://github.com/kikobeats/emojis-list"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fetch-intercept@2.3.1","MIT","https://github.com/werk85/fetch-intercept"
"file-selector@0.1.12","MIT",""
"find-root@1.1.0","MIT","https://github.com/js-n/find-root"
"framer-motion@1.11.1","MIT","https://github.com/framer/motion"
"framesync@4.0.4","MIT","https://github.com/Popmotion/popmotion"
"global@4.4.0","MIT","https://github.com/Raynos/global"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"hey-listen@1.0.8","MIT","https://github.com/Popmotion/hey-listen"
"hoist-non-react-statics@3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"import-fresh@3.3.0","MIT","https://github.com/sindresorhus/import-fresh"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"jest-diff@24.9.0","MIT","https://github.com/facebook/jest"
"jest-get-type@24.9.0","MIT","https://github.com/facebook/jest"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.14.0","MIT","https://github.com/nodeca/js-yaml"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json5@1.0.1","MIT","https://github.com/json5/json5"
"lines-and-columns@1.1.6","MIT","https://github.com/eventualbuddha/lines-and-columns"
"loader-utils@1.4.0","MIT","https://github.com/webpack/loader-utils"
"lodash@4.17.19","MIT","https://github.com/lodash/lodash"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"min-document@2.19.0","MIT","https://github.com/Raynos/min-document"
"minimist@1.2.5","MIT","https://github.com/substack/minimist"
"mobx-react-lite@1.5.2","MIT","https://github.com/mobxjs/mobx-react-lite"
"mobx@5.15.4","MIT","https://github.com/mobxjs/mobx"
"monaco-editor@0.22.3","MIT","https://github.com/Microsoft/monaco-editor"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.6","MIT","https://github.com/jbgutierrez/path-parse"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"popmotion@9.0.0-beta-8","MIT","https://github.com/Popmotion/popmotion/tree/master/packages/popmotion"
"pretty-format@24.9.0","MIT","https://github.com/facebook/jest"
"process@0.11.10","MIT","https://github.com/shtylman/node-process"
"prop-types@15.7.2","MIT","https://github.com/facebook/prop-types"
"react-dom@16.13.1","MIT","https://github.com/facebook/react"
"react-dropzone@11.0.2","MIT","https://github.com/react-dropzone/react-dropzone"
"react-hot-loader@4.12.21","MIT","https://github.com/gaearon/react-hot-loader"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-lifecycles-compat@3.0.4","MIT","https://github.com/reactjs/react-lifecycles-compat"
"react-toast-notifications@2.4.3","MIT","https://github.com/jossmac/react-toast-notifications"
"react-transition-group@4.4.1","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react@16.13.1","MIT","https://github.com/facebook/react"
"regenerator-runtime@0.13.7","MIT","https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.17.0","MIT","https://github.com/browserify/resolve"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"scheduler@0.19.1","MIT","https://github.com/facebook/react"
"shallowequal@1.1.0","MIT","https://github.com/dashed/shallowequal"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.7.3","BSD-3-Clause","https://github.com/mozilla/source-map"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"state-local@1.0.7","MIT","https://github.com/suren-atoyan/state-local"
"style-value-types@3.1.9","MIT","https://github.com/Popmotion/popmotion/tree/master/packages/style-value-types"
"stylefire@7.0.3","MIT","https://github.com/Popmotion/popmotion"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"th2-schema-editor@1.0.65","UNLICENSED",""
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"tslib@1.13.0","0BSD","https://github.com/Microsoft/tslib"
"uuid@8.3.0","MIT","https://github.com/uuidjs/uuid"
"whatwg-fetch@3.6.2","MIT","https://github.com/github/fetch"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"yaml@1.10.0","ISC","https://github.com/eemeli/yaml"